ProductId,title,group,total_review_count,average_rating
229339,Chieftains 8,Music,1,4
229341,The Very Best of Shirley Murdock,Music,4,5
229361,Cherish,Music,12,4.5
229372,Maggie Sweet,Book,22,4
229378,Sirens,Video,39,4.5
229393,Jeff Foxworthy - Totally Committed,Video,6,4.5
229399,Little Caesar,Book,0,0
229401,El Scorcho,Music,4,5
229410,The Lost Weekend,Video,32,4.5
229417,Bent Out of Shape,Music,16,3.5
229433,"You and Me, Little Bear",Book,7,4.5
229440,Shaken 'N' Stirred,Music,15,3.5
229450,Recorded in New Orleans 1925-1928,Music,1,5
229466,Insight Guides Mexico City (Insight Guides),Book,0,0
229478,Owl Babies,Book,35,4.5
229496,Buffalo 66,DVD,110,4.5
229531,Piano Quintets,Music,3,4.5
229541,Messenger [ENHANCED CD],Music,76,4.5
229543,Irv Gotti Presents The Inc.,Music,59,3.5
229548,Joy Ride,DVD,231,4.5
229551,Sexy Beast,DVD,142,4
229574,Gracias a La Vida [Here's to Life],Music,10,4.5
229614,"Dictionary of Proverbs, Sayings, Maxims, Adages, English and Spanish: Diccionario De Refranes, Proverbios, Dichos, Adagios, Castellano E Ingles",Book,2,5
229635,The Dialolouges of Plato (Bantam Classic),Book,5,4.5
229725,Play Me: The Complete Uni Studio Recordings...Plus!,Music,10,5
229730,E.T. The Extra-Terrestrial: The 20th Anniversary Edition,Music,31,5
229740,"Cafe Ibiza, Vol. 2",Music,1,4
229746,Low Spark of High Heeled Boys [Bonus Tracks],Music,21,4.5
229760,Purple America: A Novel,Book,36,4
229780,Magnolia: Music from the Motion Picture,Music,194,4.5
229787,Change of Season,Music,17,4.5
229789,Day by Day,Music,7,5
229794,I'm Your Baby Tonight,Music,38,3.5
229798,Langenscheidt's Pocket French Dictionary: French/English-English/French (Langenscheidt's Pocket Dictionary),Book,4,5
229817,Our Will Be Done,Music,5,4.5
229818,Virus 100: Dead Kennedy Covers,Music,4,3.5
229830,The Very Best Of The Fifth Dimension [IMPORT],Music,7,4.5
229831,The Norton Anthology of English Literature: The Major Authors,Book,26,3.5
229850,Hoodlum,Video,20,3.5
229884,"Panda Bear, Panda Bear, What Do You See?",Book,6,4.5
229904,Buckcherry,Music,142,4.5
229905,"Blues Guitar Improvisation: Riffs, Chords, and Tricks (Fast Forward) (Fast Forward (Music))",Book,0,0
229908,Killswitch Engage,Music,37,4.5
229913,Eddie Money,Music,3,4.5
229920,Charmed Life,Music,15,4
229938,Memphis Monday Morning,Music,3,4.5
229969,Level 42/The Early Tapes,Music,9,5
229971,Ella in Hollywood,Music,4,5
229990,At My Front Door...Crazy Little Mama: The Very Best of the El Dorados,Music,2,4
229998,Blues Come Home to Roost,Music,2,5
230001,Marrying Maiden,Music,13,4
230003,Doctor Detroit,Video,5,4
230007,"Bach: Mass in B minor, BWV 232",Music,2,5
230008,Fire,Video,81,4.5
230024,The Nutty Professor,Video,52,4
230028,New Guitar Techniques for Sight Reading,Book,0,0
230031,Moonlighting - The Pilot Episode,DVD,33,4.5
230035,Thoughts to Share With a Wonderful Father: A Collection of Poems (The Language of Series),Book,0,0
230040,Goodbye Mr Chips,Video,24,4.5
230057,It's a Beautiful Day,Music,93,4.5
230074,Music For All Seasons,Music,2,5
230104,Tchaikovsky: The Complete Symphonies,Music,4,5
230123,Johnny Tillotson - 25 All-Time Greatest Hits,Music,4,5
230124,You Never Know (2001 Studio Cast),Music,4,5
230129,Better Off Alone,Music,38,4.5
230143,The Nightmare Before Christmas,DVD,294,4.5
230157,Warriorz,Music,49,4.5
230169,Absolutely the Best of the 70's: 20 Big Hits,Music,0,0
230174,The Complete Cadence Recordings: 1957-1960,Music,4,5
230181,20th Century Masters - The Millennium Collection: The Best of Peter Allen,Music,4,4.5
230183,Spirit,Music,8,5
230184,Maurice White,Music,2,5
230185,Jazz Impressions of Japan,Music,7,4
230187,Open Our Eyes,Music,5,5
230188,"Jazz: Red, Hot and Cool",Music,11,4.5
230202,The Shadow Riders,DVD,12,3
230208,"Rock n' Blues Harmonica: A World of Harp Knowledge, Songs, Stories, Lessons, Riffs, Techniques and Audio Index for a New Generation of Harp Players (i ... minute stereo CD jamming buddy and harmonica)",Book,0,0
230211,They Called Him Tin Tin,Music,10,4
230217,Sei Lieb Zu Mir,Music,2,5
230220,Geologies,Music,1,5
230226,Animal Tracks [UK],Music,1,4
230233,Hymns,Music,1,5
230235,Songs of Praise,Music,0,0
230236,Lullabies,Music,3,5
230239,Kansas City Confidential,DVD,8,4
230242,Teen Spirit - A Tribute to Kurt Cobain,DVD,12,2
230246,The Singable Songs Collection,Music,21,4.5
230250,Watership Down,Video,175,4
230261,Day for Night,Video,25,4
230292,Tammy Wynette...Remembered,Music,13,4.5
230298,Raffi's Xmas Album (Blister),Music,16,5
230305,Les Princes de la Ville,Music,2,5
230310,Ghost Ship,Video,240,3
230336,The Blizzard's Robe,Book,4,5
230364,Baseketball: The Original Motion Picture Soundtrack,Music,34,4.5
230404,Strauss: Also sprach Zarathustra/Ein Heldenleben,Music,12,5
230418,Thief,DVD,47,4.5
230420,I Know Where I'm Going! - Criterion Collection,DVD,33,5
230421,Do The Right Thing - Criterion Collection,DVD,105,4.5
230432,The Isness,Music,52,4
230437,Signs,Video,1143,3.5
230473,Across The Sea Of Suns,Music,3,3
230513,"Technology, Humans, and Society: Toward a Sustainable World (Sustainable World Series)",Book,2,4.5
230536,Blue Collar Solitude,Music,8,5
230538,Desertshore,Music,12,5
230539,Paris 1919,Music,17,5
230545,Mlah,Music,10,4.5
230547,Groovies' Greatest Grooves,Music,6,5
230550,Big Trash,Music,4,4.5
230568,From Dusk Till Dawn 3: The Hangman's Daughter,Video,32,3.5
230603,Best of Led Zeppelin Drums,Book,3,3
230620,"No, No, Nanette - The New 1925 Musical (1971 Broadway Revival Cast)",Music,5,4.5
230623,National Lampoon's Animal House (Widescreen Edition),Video,274,4
230635,Oddhopper Opera: A Bug's Garden of Verses,Book,3,5
230662,Simply Irresistible,DVD,142,4
230670,Spirit,Music,15,5
230679,Who Framed Roger Rabbit,Video,138,4.5
230687,The Other Sister: Music From The Motion Picture,Music,12,4.5
230688,Beyondness of Things,Music,7,4.5
230689,SLC Punk: Original Soundtrack,Music,34,4.5
230702,Calculus With Analytic Geometry: Chapters P-10,Book,1,5
230717,Fresh,Music,17,3.5
230720,All of Me,Music,2,5
230744,Lawn Dogs,DVD,65,4.5
230763,Nascimento,Music,4,4.5
230766,Baby Come to Me: The Best of Regina Belle,Music,17,5
230769,The Left Rights,Music,30,3.5
230779,Fever: The Best of Little Willie John,Music,7,5
230782,Hide Away: Best of,Music,15,5
230786,Sexy Ways: The Best of Hank Ballard & the Midnighters,Music,12,5
230790,Rock 'N' Roll [UK Bonus Tracks],Music,3,4.5
230805,Forrest Gump,Video,529,4
230827,Bloodshot Eyes: The Best of Wynonie Harris,Music,9,5
230830,Mr. Bojangles,Music,5,4
230832,Donny Hathaway,Music,10,5
230833,Extension of a Man,Music,14,5
230835,Heavy,Music,17,4
230836,The Electrifying Eddie Harris/Plug Me In,Music,1,5
230838,"Young, Gifted and Black",Music,10,5
230840,Aretha Live at Fillmore West,Music,8,5
230842,Soul '69,Music,7,5
230844,Spirit in the Dark,Music,10,4.5
230847,The Martial Artist's Book of Five Rings: The Definitive Interpretation of Miyamoto Musashi's Classic Book of Strategy,Book,24,3.5
230884,Conversational Spanish for Health Professionals,Book,0,0
230896,One By One,Music,278,4
230922,Spanish Verbs (Barron's Verb Series),Book,5,5
230956,Freak Out,Music,47,4.5
230957,Absolutely Free,Music,30,4.5
230962,Lumpy Gravy,Music,37,4
230966,Unfinished Music #2: Life With The Lions,Music,29,3
230968,"Unfinished Music, No. 1: Two Virgins",Music,40,2.5
230973,Beneath the Surface,Music,103,4.5
230984,Merry Christmas & Happy New Year,Music,18,3.5
230994,It's All on U 2,Music,9,5
230995,It's All on U 1,Music,9,5
230998,Get It How U Live !! [PA] [EXPLICIT LYRICS],Music,26,4.5
231001,Best of Lightning Hopkins [Arhoolie],Music,1,3
231006,Solja Rags,Music,23,4
231011,Sway,Music,4,5
231012,Great Composers: John Williams (Film Score Anthology),Music,4,4
231017,Telecommando Americano,Music,2,4
231024,The Art of War : The Denma Translation (Shambhala Library),Book,13,4
231052,Rock'n'Roll Tornado,Music,1,4
231088,Beyond the Known: The Ultimate Goal of the Martial Arts (Tuttle Martial Arts),Book,6,4.5
231091,Porgy & Bess,Music,8,5
231095,Electric Warrior [Expanded],Music,30,4.5
231107,The Healing Sound of Music,Book,3,4.5
231114,Bound,Video,121,4.5
231128,Ever After - A Cinderella Story,Video,817,5
231130,MAKING US CRAZY,Book,4,3
231133,The Nanny Diaries: A Novel,Book,1261,3.5
231141,Haddaway,Music,15,4.5
231142,Law & Order - Producer's Collection,Video,5,5
231168,Big River,Book,1,5
231169,The Original Three Tenors Concert,DVD,10,4.5
231174,Third Eye Blind,Music,734,4.5
231176,Methods of Mayhem,Music,75,3.5
231178,Richard D. James Album,Music,125,4.5
231183,Da Vibe,Music,2,4
231190,Music: A Crash Course (Crash Course (Watson-Guptill)),Book,1,5
231207,"Night-Night, Baby: A Touch-And-Feel Book",Book,6,5
231214,The Doors - Greatest Hits [Elektra],Music,53,4.5
231230,Story of Philosophy: The Lives and Opinions of the World's Greatest Philosophers,Book,53,5
231253,Moulin Rouge (Special Edition),Video,1814,4
231263,Planet of the Apes,Video,689,3
231265,White Blood Cells,Music,365,4
231267,The Ultimate French Review and Practice: Mastering French Grammar for Confident Communication,Book,2,5
231275,Flashing on the Sixties,Video,0,0
231276,Cotton Comes to Harlem,DVD,8,4.5
231281,The 1964 World's Fair,DVD,8,2.5
231290,No Alternative,Music,15,4
231292,Beat Girl,Video,8,4
231305,Swastika Night,Book,5,5
231310,Heavenly Creatures,Video,129,4.5
231312,"Bach J.S: Cantatas Bwv 106, 131, 99, 56, 82 & 158",Music,0,0
231330,Ashes of Time,DVD,28,3.5
231332,Ska'd for Life,Music,3,4
231386,The Great Rock Discography,Book,14,3.5
231389,Romeo and Juliet : BBC (BBC Radio Presents),Book,12,4
231392,Tales From the Darkside: The Movie,Video,20,4.5
231403,All You Need to Know About the Music Business,Book,44,4.5
231420,Drop Zone: Original Motion Picture Soundtrack,Music,12,4
231430,Pleasure to Burn,Music,13,3.5
231433,"From Alamo to El Dorado, Vol. 2",Music,1,5
231460,Lilies of the Field,Video,30,5
231483,The Best of Frankie Avalon [Varese Sarabande],Music,3,5
231504,"See, It Was Like This",Music,5,5
231519,Metropolis (Restored Authorized Edition),DVD,109,4.5
231521,Very Best of Tom Paxton,Music,4,4.5
231522,The Edge of the World,DVD,3,4.5
231527,Contamination,DVD,15,3.5
231536,Little Sleepy Eyes,Music,8,5
231545,Stranger to the Ground,Book,17,4.5
231548,The Itsy Bitsy Spider (Sing-Along Storybook),Book,0,0
231554,Future Street,Music,9,4.5
231564,The Adventures of Huckleberry Finn (Junior Classics),Book,299,4
231571,Made in Japan,Music,44,5
231573,O Lucky Man!,Music,5,4.5
231575,Sabbath Bloody Sabbath,Music,134,4.5
231577,Dixie Chicken,Music,20,4.5
231579,A Child's Gift of Lullabyes [New Haven] [#1],Music,16,5
231581,Takin' My Time,Music,8,5
231584,Ooh La La,Music,13,4
231585,Europe '72,Music,47,4.5
231589,Cherish,Music,3,4.5
231591,Billion Dollar Babies,Music,65,4.5
231592,"""Dueling Banjos"" From The Original Soundtrack: Deliverance",Music,14,5
231593,Tower of Power,Music,15,5
231594,Who Do We Think We Are,Music,19,3.5
231595,Summer Breeze,Music,17,4.5
231596,On a Beam of Light,Book,15,4.5
231598,Sailin' Shoes,Music,20,5
231599,"Black Sabbath, Vol.4",Music,118,4.5
231601,"Black Sabbath, Vol. 4",Music,118,4.5
231606,Toulouse Street,Music,9,4.5
231613,Blast from the Past,DVD,138,4.5
231615,White Boy: A Memoir,Book,6,4.5
231621,The Crow - Stairway To Heaven,Video,16,2.5
231638,Gita on the Green: The Mystical Tradition Behind Bagger Vance,Book,5,4
231650,I Say a Little Prayer for You,Book,1,5
231722,Rock Music: A Tribute to Weezer,Music,16,3
231723,The Nightmare Before Christmas/James and the Giant Peach (Special Editions Two Pak),DVD,7,4.5
231740,A Walk to Remember,Video,841,4.5
231744,Can You Stop the Rain,Music,7,5
231752,Pierre : A Continuous Tale in Five Chapters and a Prologue,Book,12,5
231782,Farmer Duck,Book,10,4
231792,Christmas Jump & Jive,Music,0,0
231793,Elvis - His Best Friend Remembers,Video,13,4
231794,Big Boi and Dre Present...Outkast,Music,69,5
231795,Big Boi and Dre Present...Outkast,Music,69,5
231801,Zoot Suit Riot,Music,24,4
231802,Soul Caddy,Music,8,4.5
231817,The Family Man,Video,170,4.5
231825,Bad,Music,90,4.5
231852,The Early Years: 1930-34,Music,7,5
231855,The Communist Manifesto,Book,210,3.5
231867,"Authentic Gilbert and Sullivan Songbook: 92 Unabridged Selections from All 14 Operas, Reproduced from Early Vocal Scores",Book,2,4.5
231891,Steamin',Music,17,5
231910,Last of the Mississippi Jukes -- Soundtrack,Music,4,5
231926,All the Real Girls,Music,4,4.5
231967,Night of the Living Dead,DVD,332,4
231988,The Place Within : The Poetry of Pope John Paul II,Book,2,4
232001,Gospel Glory,Music,2,4.5
232023,The Cat's Meow,DVD,47,3.5
232024,No Limit - Double Play (Da Last Don / I'm Bout It),DVD,2,4
232026,Project A-Ko Collection (Movie/Uncivil Wars/Love & Robots) + CD Soundtrack,DVD,2,5
232043,All Kinds of Blues,Music,1,5
232054,The Last in Line,Music,36,4.5
232067,Are You Ready for Bed?,Book,1,5
232086,Race To Space,DVD,3,5
232090,In Color,Music,18,5
232101,This Mystery,Music,60,5
232117,Chubby Checker - Greatest Hits,Music,0,0
232127,The Eddy Duchin Story,Video,11,5
232161,Cobalt Blue/Live At The Aquarium,Music,6,4.5
232163,Pickin' on Hendrix,Music,4,3.5
232235,Stories & Songs for Children,Music,3,5
232247,Financial Management for Musicians,Book,3,3.5
232256,The Best of the Artistics,Music,2,3.5
232298,Copland: Music for the Theater; Concerto for Piano & Orchestra,Music,1,5
232310,"Whiskey Bent & Hell Bound: Original Classic Hits, Vol. 4",Music,9,5
232324,Electric Girl,Book,3,3.5
232336,"Bach: English Suites Nos. 1, 3 & 6",Music,6,4
232349,The Highwaymen - On the Road Again,Video,9,4
232358,Hot Boyz,DVD,26,3
232375,Crimes of the Heart.,Book,7,4.5
232396,Salute to America,Music,5,3.5
232426,1984,DVD,113,3.5
232428,Ratt & Roll 8191,Music,39,4.5
232434,The Bad News Bears,Video,45,4
232446,My Stepmother Is an Alien,Video,18,4
232451,American Journey - Winter Olympics 2002,Music,20,4.5
232458,Late Nights Early Days,Music,4,5
232466,Cry Baby and 11 Other Hits,Music,1,5
232476,Seeking Asylum,Video,4,2.5
232497,The Best of Barbara Mandrell [Liberty/MCA],Music,5,4
232500,I'm So Good That I Don't Have to Brag!,Music,2,5
232509,"Comics & Ideology (Popular Culture and Everyday Life, Vol. 2)",Book,1,4
232524,The Nature Of The Beast,Music,10,4.5
232527,Very Best of the Clovers,Music,7,4.5
232529,Let's Dance,Video,7,4
232571,Mind Fruit,Music,11,4.5
232584,Non Stop Hip Hop,Music,5,3.5
232586,Ready for the World,Music,7,4
232593,Somewhere over China,Music,11,3.5
232614,Tchaikovsky: Concerto No. 1/Rachmaninoff: Concerto No. 2,Music,34,4.5
232651,The Shine Man: A Christmas Story,Book,4,5
232664,May Street Project,Music,20,4
232681,Sleeping Beauty (Special Edition),Video,165,4.5
232689,Spanish for Mastery 2: Entre Nosotros,Book,1,5
232695,"Bass Queen: In the Mix, Vol. 2",Music,12,4
232701,Desert Roses & Arabian Rhythms II,Music,4,4
232740,Topkapi,Video,13,4.5
232750,Gypsy Soul: New Flamenco,Music,18,4.5
232768,First Forest,Book,12,4.5
232803,"Six Days, Seven Nights",DVD,102,3.5
232865,Jt,Music,11,4.5
232967,Brotherhood of Stars,Music,4,5
233007,The Best of Simple Minds,Music,13,4.5
233026,Sit Down Old Friend/You're Not Alone,Music,3,4
233047,A Walk to Remember,Book,1191,4.5
233054,Clean and Sober,DVD,16,4
233060,"Open Door to Spanish: A Conversation Course for Beginners, Book 2 (2nd Edition)",Book,0,0
233063,"Fodor's French for Travelers, 1st edition (CD Package) : More than 3,800 Essential Words and Useful Phrases (Fodor's Languages for Travelers (Book & CD))",Book,8,4
233074,The Jungle,Book,194,4
233076,One Love - The Bob Marley All-Star Tribute,DVD,21,4.5
233097,Sgt. Pepper's Lonely Hearts Club Band,DVD,100,3.5
233147,People Are People,Music,13,4
233153,Diet for a New America,Music,16,5
233169,Rhymes and Reasons,Music,2,4.5
233170,George Clinton: The Mothership Connection,DVD,43,4.5
233196,We Are Motorhead,Music,21,4
233204,Naked Lunch,Video,74,4
233214,The Go-Go's - Live in Central Park,Video,31,4.5
233216,The Go-Go's - Live in Central Park,DVD,31,4.5
233224,Heidi,DVD,7,3.5
233246,Red Cross,Music,3,3.5
233248,Different Stages: Live [Bonus Track],Music,198,4.5
233267,Fleetwood Mac - The Early Years,DVD,11,4
233306,Till Deaf Do Us Part,Music,3,4
233347,Boxcar Sessions,Music,6,4.5
233361,Duets with Spanish Guitar,Music,12,4.5
233363,Jacqueline du Pré ~ Brahms - The Two Cello Sonatas / Barenboim,Music,2,5
233364,"Jacqueline du Pré - Favourite Cello Concertos ~ Boccherini, Dvorák, Elgar, Haydn, Monn, Saint-Saëns, Schumann",Music,6,5
233367,Mozart - Le nozze di Figaro / Taddei · Schwarzkopf · Moffo · Cossotto · Wächter · Giulini,Music,19,4.5
233387,"Daniel Barenboim, Pinchas Zukerman & Jacqueline du Pré - Beethoven: Piano Trios",Music,1,4
233392,"Jacqueline du Pré - Chopin: Cello Sonata in G minor, Franck: Sonata in A / Barenboim",Music,4,4.5
233399,Serpent's Egg,Music,23,5
233400,Within the Realm of a Dying Sun,Music,52,5
233403,Pure & Simple,Music,7,4.5
233404,Swing Time! The Fabulous Big Band Era 1925-1955,Music,1,1
233406,Aion,Music,32,5
233408,Last of the Independents,Music,16,4.5
233479,The Mennyms,Book,16,4.5
233493,The Dark Half,DVD,22,3.5
233500,Pretty on the Inside,Music,76,4
233506,Burger's Daughter,Book,13,3.5
233512,Prater Violet,Book,5,4.5
233520,Porky's,Video,46,4
233522,Immortal Beloved,DVD,114,4
233523,Night of the Living Dead,DVD,133,4
233533,Crazy Cajun Recordings,Music,1,5
233535,"A La Vie, a La Mort",Music,1,5
233541,The Buddy Holly Story,DVD,28,4
233545,Sleepless in Seattle (Special Edition),DVD,127,4
233563,Something to Live For,Music,4,5
233569,Tha Block Is Hot,Music,98,4
233575,Bermuda Triangle,Music,9,4
233577,Know Your Onion,Music,6,4.5
233591,Harpers Bizarre 4 [Expanded],Music,1,5
233592,Dinky Hocker Shoots Smack!,Book,12,5
233593,Secret Life of Harpers Bizarre [Expanded],Music,1,3
233597,Anything Goes [Expanded],Music,3,5
233598,Surrender,Music,9,4.5
233599,Feelin' Groovy [Expanded],Music,2,5
233602,Fun,Music,5,4
233615,The Godfather DVD Collection,DVD,481,4.5
233636,One Fine Day,Video,69,4.5
233642,Stealing Beauty,DVD,80,4
233643,The Object of My Affection,DVD,95,4
233644,Deep Blues : A Musical and Cultural History of the Mississippi Delta,Book,33,5
233646,Moulin Rouge (Double Digipack),DVD,1814,4
233654,Bare,Music,284,4.5
233656,The Money Pit,Video,63,4.5
233689,Barbarosa,Video,12,4.5
233732,Infamy,Music,99,4
233740,The Hunted,DVD,26,4
233773,This Is Where I Came In [Holland CD Single],Music,26,5
233776,Gershwin Plays Gershwin [Naxos],Music,0,0
233816,Tonight I Celebrate My Love,Music,1,5
233829,Brian Jones : The Last Decadent,Book,7,4
233832,Sex and the City,Book,156,3
233855,Teach Yourself Basic Spanish,Book,1,3
233863,Blue Velvet,DVD,205,4
233874,Oops!... I Did It Again,Music,1410,3.5
233875,Mac Davis: Very Best and More,Music,3,5
233880,On the Radio,Music,36,4.5
233885,Johnny the Fox,Music,22,4.5
233900,Minnie and Moskowitz,DVD,12,4
233905,The Lamb Lies Down on Broadway,Music,189,4.5
233922,Porno,Book,49,4.5
233932,Dvorak: Cello Concerto; Tchaikovsky: Variations on a Rococo Theme,Music,3,5
233935,Stephanie Mills - Greatest Hits: 1985 to 1993,Music,6,4
233948,The Wild Thornberrys Movie,Music,12,4
233963,Cocaine Rodeo,Music,5,5
233968,One Minute Science,Music,29,4
234015,Here On Earth (2000 Film),Music,20,4.5
234042,Muriel Anderson's All Star Guitar Night: Concert 2000,DVD,0,0
234053,"Blues Legacies and Black Feminism : Gertrude ""Ma"" Rainey, Bessie Smith, and Billie Holiday",Book,9,4
234105,Memoirs of an Anti-Semite : A Novel in Five Stories (Vintage International),Book,3,4.5
234113,"Daddy, What's a Train? -- Railroad Music and Train Songs",Music,2,4
234122,Chinese in 10 Minutes a Day (10 Minutes a Day),Book,10,4
234132,The Golden Child,DVD,32,4
234148,Handstitched Mystic Calligraphy Om Lined,Book,1,5
234155,I Can (Baby Beginner Board Books),Book,7,4.5
234161,Viva Terlingua,Music,12,5
234189,"Bartok: Piano Music, Vol. 1",Music,0,0
234198,Slipknot,Music,988,4
234213,Coal Miner's Daughter [MCA],Music,2,5
234234,Mr. Gumpy's Outing,Book,4,5
234241,Monster Ballads,Music,28,4
234244,"Women of the Left Bank: Paris, 1900-1940",Book,3,5
234319,Demonstration and Test CD,Music,1,5
234322,Sinatra Family Wish You a Merry Christmas,Music,11,4
234374,Solo Guitar Playing/Book 1 with CD (Classical Guitar),Book,9,4.5
234418,Me And Mrs. Jones: The Best Of Billy Paul,Music,6,4.5
234436,The Unbearable Lightness of Being - Criterion Collection,DVD,73,4
234459,Love Jones,Video,81,4.5
234474,(Blacktrash) The Autobiography of Kirk Jones,Music,37,5
234485,Spider-Man (Widescreen Special Edition),DVD,1094,4
234488,I Want to Come Back As a Song,Music,0,0
234510,Manual for Relatively Painless Medical Spanish: A Self-Teaching Course,Book,16,4
234519,Next Friday,Video,101,3.5
234526,"Time for Bed, Elmo (Sparkle Storybooks)",Book,4,5
234527,The Land Where the Blues Began,Book,16,4.5
234562,"Bolcom - A View from the Bridge / Josephson, Malfitano, Turay, Lyric Opera of Chicago, D. Russell Davies",Music,5,3
234606,"Sarah McLachlan Collection: Piano, Vocal, Guitar",Book,9,4.5
234615,Ship of Fools,Video,19,4.5
234626,Across the Universe,Music,34,4.5
234634,Watership Down (Scribner Classics),Book,820,4.5
234636,Original Hits [EMI],Music,3,5
234656,Angel Eyes,DVD,100,3.5
234658,"Now, Voyager",DVD,61,5
234662,Scream 2 (Dimension Collector's Series),DVD,321,4
234663,Little Women,DVD,17,4.5
234679,Workbook/Lab Manual to accompany Pasajes: Lengua,Book,0,0
234692,Teenage Caveman,DVD,28,2.5
234695,Emit Ecaps,Music,9,4
234700,Celestial Hi-Fi,Music,6,4.5
234703,The Big Black,Music,5,4.5
234704,System 7.3: Fire + Water,Music,3,4
234707,Snuff the Punk,Music,41,4
234708,Isdn,Music,30,4.5
234709,Sea Biscuit,Music,15,4
234719,RKO 281,Video,24,4
234733,Dragonheart,Video,113,4.5
234751,Love's Sweet Surrender,Music,3,3.5
234762,Chopin: The Piano Works,Music,11,4.5
234781,Zombie,DVD,287,4
234798,Brian's Song,DVD,13,4
234803,Girl Crushes Boy,Music,4,4
234804,20th Century Masters - The Millennium Collection: The Best of Donna Summer,Music,15,3
234805,Sweet Home Alabama (Score),Music,3,4
234811,Johnny Mathis - Live by Request,DVD,19,5
234814,The 6th Day (Special Edition),DVD,136,3.5
234817,Mr. Natural,Music,27,5
234819,Alchemy,Music,29,3.5
234837,The Big Boo! (Chunky Flap Books),Book,0,0
234851,The Toxic Avenger (Unrated Director's Cut Collector's Edition),Video,70,4.5
234855,Women Caught in the Conflict: The Culture War Between Traditionalism and Feminism,Book,3,5
234856,The Art Of Jazz Saxophone: Classic Sounds,Music,0,0
234882,"Repaso: A Complete Review Workbook for Grammar, Communication, and Culture",Book,8,5
234895,Every Tone a Testimony: An African American Aural History,Music,1,5
234905,Pursuit of Happiness [Bonus Tracks],Music,45,5
234907,90124,Music,6,4.5
234923,Christmas Favorites,Music,1,5
234924,Electric Landlady,Music,11,4.5
234925,Ether Song [Bonus Disc],Music,9,4
234927,Ether Song,Music,18,4.5
234938,Horn Concertos,Music,7,5
234950,"Hector Berlioz: Requiem, Op. 5/Symphonie Fantastique",Music,2,4.5
234952,"Hard Travelin': The Asch Recordings, Vol. 3",Music,1,5
234986,Lucky : A Memoir,Book,200,4.5
235009,Clifford The Big Red Dog (board Book) (Clifford),Book,22,4
235042,Metallica : Black (Play It Like It Is),Book,7,4.5
235082,"Hard Times Come Again No More, Vol. 2",Music,3,4
235129,Menotti: The Medium,Music,1,4
235131,Titanic: The Essential James Horner Film Music Collection (Film Score Re-recording Compilation),Music,7,4.5
235133,The Harry Smith Connection: A Live Tribute To The Anthology Of American Folk Music,Music,2,3.5
235137,"The Complete Bob Marley & the Wailers 1967-1972, Pt. 2",Music,14,4
235138,America the Beautiful,Book,4,5
235139,Women,Book,42,4
235145,Fatal Error,DVD,3,3.5
235184,I've Heard That Song Before: Hits of Harry James,Music,3,5
235218,MTV Unplugged: Eric Clapton,Video,15,4.5
235220,Baseball's Greatest Hits,Music,13,4.5
235222,Each Peach Pear Plum (Picture Puffins),Book,23,5
235223,"Ryde or Die Compilation, Vol. 1",Music,153,4
235228,The Rocky Horror Picture Show (1975 Film),Music,51,5
235233,The Barefoot Contessa,Video,18,4
235238,The Definitive Charley Patton,Music,14,5
235253,100 Year Hall,Music,24,4.5
235256,Watermark,Music,15,5
235262,Rhymes & Reasons,Music,9,5
235264,,,,
235266,Wrap Around Joy,Music,6,4.5
235270,Collectors' Items,Music,4,5
235272,Pure Mania,Music,13,4.5
235273,Live 1983-1989,Music,8,4.5
235276,I'm Glad You're Here with Me Tonight,Music,16,4
235277,Tequila Mockingbird,Music,5,4.5
235278,Spectres,Music,34,4.5
235281,V.S.O.P.: The Quintet,Music,6,5
235284,Vapor Transmission,Music,132,4.5
235285,Yesterday's Love Songs/Today's Blues,Music,8,5
235287,This Woman's Heart,Music,9,5
235288,Cat Stevens - Greatest Hits,Music,49,4.5
235289,Greatest Hits,Music,49,4.5
235293,Wonder Bar,Music,27,4
235297,Batman & Robin,DVD,398,2
235313,Big Deal,Music,3,4.5
235322,Fastpitch,DVD,2,5
235326,Time-Life Music: Treasury of Christmas - Holiday Memories,Music,11,4
235327,Time-Life Music: A Peaceful Christmas,Music,4,4.5
235332,Luckytown,DVD,4,3.5
235336,The Inspector General,DVD,12,4.5
235339,Two From the Vault,Music,24,4.5
235345,Moonflower,Music,33,5
235346,I'm Ready,Music,3,4.5
235352,Staying Alive,Video,54,3.5
235381,The Inkwell,DVD,7,3
235388,Viva Equals: Very Best of,Music,0,0
235398,Leon - The Professional (Uncut International Version),DVD,367,4.5
235403,"MTV2 Handpicked, Vol. 2",Music,1,5
235414,"John Paul II, Every Child a Light: The Pope's Message to Young People",Book,3,4.5
235426,The Aesthetics of Rock (Da Capo Paperback),Book,5,5
235477,For Trane,Music,1,4
235482,The Music,Music,69,4
235484,Different Day,Music,12,4
235499,Unlawful Entry,DVD,18,4.5
235501,John Dowland: In Darkness Let Me Dwell,Music,6,4
235538,"Beach, The",Book,603,4
235539,Keep on Movin: It's Too Funky in Here,Music,6,4
235543,Dictionary of Italian Slang and Colloquial Expressions,Book,5,3.5
235552,Blue Earth [Bonus Tracks],Music,4,3.5
235555,Ishtar - The Voice of Alabina,Music,20,4.5
235569,Unison,Music,3,5
235603,Crazy/ Beautiful,Video,105,4
235604,Flying Home: The Best of Verve Years,Music,2,4.5
235642,Looking Good: Male Body Image in Modern America,Book,4,3
